CustomerID,Age,Salary,Weekly_Visits,Avg_Bill,LoyaltyScore
10566,29,98617,6,778,41
10567,20,73276,6,535,99
10568,18,77492,1,890,47
10569,50,73002,4,700,18
10570,57,109599,5,478,78
10571,27,92355,2,277,99
10572,60,111248,3,526,71
10573,61,44762,5,808,13
10574,46,31046,6,406,82
10575,30,116999,6,878,13
10576,29,48769,5,603,31
10577,48,73302,6,367,2
10578,63,43150,4,685,16
10579,19,88247,1,107,9
10580,68,24853,2,607,73
10581,67,114613,1,575,38
10582,52,109399,2,396,75
10583,40,41792,2,263,54
10584,34,79129,1,584,56
10585,43,94478,5,696,86
10586,25,87298,2,171,97
10587,46,51987,1,666,87
10588,43,35850,2,658,45
10589,27,32112,3,337,34
10590,43,44058,5,203,9
10591,51,65420,4,309,88
10592,68,58890,2,653,8
10593,58,86017,3,927,7
10594,24,67304,4,567,36
10595,21,52921,4,553,18
10596,67,21524,2,367,3
10597,62,35048,1,485,28
10598,28,55111,2,874,70
10599,46,57904,3,947,44
10600,53,74912,4,486,21
10601,42,54008,2,976,28
10602,38,20060,1,358,54
10603,53,94666,2,382,54
10604,27,103559,5,725,65
10605,54,75337,1,974,21
10606,26,33350,3,139,99
10607,41,44354,4,585,13
10608,52,65186,2,319,57
10609,66,48145,1,228,49
10610,52,54020,5,619,54
10611,65,106123,1,712,10
10612,53,95186,6,991,53
10613,35,105469,5,787,44
10614,66,40581,3,718,47
10615,56,108929,4,712,53
10616,49,43051,3,359,74
10617,41,71474,2,465,46
10618,40,111748,1,857,13
10619,49,89626,6,886,37
10620,54,26960,5,643,24
10621,29,55772,5,748,2
10622,66,41520,1,623,86
10623,30,69481,6,913,81
10624,40,56408,1,986,14
10625,42,114006,2,115,10
10626,52,77134,3,228,35
10627,58,40491,5,674,25
10628,47,21341,2,208,3
10629,34,64623,3,986,17
10630,66,110327,2,632,12
10631,37,20338,6,769,54
10632,65,91431,5,368,24
10633,42,32254,1,261,29
10634,39,71860,1,359,43
10635,30,31344,3,201,25
10636,36,21750,4,605,60
10637,66,74756,6,834,90
10638,53,87957,3,670,65
10639,29,78053,4,346,84
10640,58,90855,2,739,28
10641,36,35896,6,894,16
10642,29,75761,2,936,47
10643,26,82552,5,636,81
10644,24,97454,6,230,92
10645,45,110600,4,452,58
10646,31,47935,5,295,76
10647,48,57641,1,892,27
10648,69,49711,4,765,53
10649,36,90342,3,481,42
10650,64,32182,1,744,59
10651,33,107833,1,326,47
10652,22,76276,3,800,94
10653,52,39541,6,575,34
10654,29,114457,1,576,37
10655,42,102310,4,364,6
10656,69,64813,5,471,7
10657,38,57198,1,585,96
10658,53,28820,4,533,96
10659,40,44070,2,745,25
10660,33,89768,4,310,33
10661,56,31122,5,671,55
10662,62,100559,4,476,58
10663,59,93543,3,494,7
10664,56,103441,5,549,57
10665,31,61786,6,463,12
10666,48,114934,2,975,16
10667,22,119804,3,556,80
10668,52,26737,6,824,43
10669,40,56062,4,827,77
10670,46,74237,5,325,7
10671,60,71571,2,230,51
10672,28,45510,3,687,73
10673,35,39426,6,575,32
10674,64,57265,6,897,75
10675,29,37850,2,376,8
10676,26,86150,4,255,97
10677,27,107312,2,859,87
10678,61,109613,6,317,89
10679,34,94910,1,289,72
10680,55,72375,3,516,45
10681,24,55435,2,774,86
10682,63,116443,6,791,59
10683,30,77132,4,645,4
10684,57,98945,6,140,67
10685,59,102050,4,406,29
10686,26,115402,2,437,29
10687,67,22983,4,413,98
10688,44,117241,5,174,98
10689,19,40662,5,378,28
10690,22,43510,5,275,77
10691,46,98187,1,995,79
10692,54,60998,2,761,87
10693,55,76846,6,372,44
10694,36,114071,6,936,90
10695,25,26640,1,719,4
10696,65,64547,4,750,90
10697,62,74620,1,961,9
10698,18,35317,4,882,5
10699,39,27564,4,958,56
10700,69,47345,3,388,96
10701,34,114223,6,823,84
10702,24,99273,5,992,50
10703,42,94859,4,371,75
10704,62,100765,3,165,15
10705,21,94038,6,582,32
10706,53,72393,5,347,28
10707,23,86081,4,255,22
10708,48,49430,4,146,17
10709,36,95532,1,553,59
10710,61,47788,1,300,90
10711,56,115505,6,759,71
10712,44,68543,5,223,57
10713,27,33919,4,100,26
10714,43,89346,6,858,25
10715,36,116122,6,954,10
10716,56,59974,2,739,45
10717,20,36371,1,290,83
10718,62,65084,5,678,11
10719,30,49629,4,615,77
10720,67,71184,6,541,53
10721,45,81916,4,914,72
10722,37,93972,2,905,68
10723,45,82187,5,242,95
10724,25,32984,6,290,28
10725,58,53039,4,632,75
10726,56,105431,1,326,65
10727,18,103691,2,412,49
10728,20,78606,5,728,47
10729,30,30616,2,401,52
10730,45,70072,1,753,88
10731,66,44574,5,559,54
10732,42,23430,2,500,60
10733,50,32676,3,650,57
10734,55,30816,1,492,47
10735,23,52733,1,966,31
10736,61,105680,1,863,46
10737,62,22050,3,944,26
10738,49,53933,3,306,5
10739,62,44951,4,309,84
10740,64,52413,6,214,52
10741,38,54801,2,836,75
10742,33,75619,4,745,54
10743,38,52913,2,350,33
10744,28,60600,6,318,50
10745,54,77775,3,506,38
10746,53,110816,6,542,27
10747,52,110093,3,702,98
10748,36,55400,6,453,15
10749,37,24494,4,987,96
10750,35,100688,5,657,61
10751,64,109431,4,649,21
10752,58,94691,2,241,46
10753,66,117419,4,711,69
10754,31,63001,1,600,6
10755,32,87364,2,939,38
10756,48,65028,6,801,62
10757,18,117659,2,646,86
10758,20,57573,5,758,62
10759,33,20806,3,641,82
10760,40,76638,6,945,78
10761,28,49757,2,606,74
10762,29,54636,6,695,46
10763,27,100097,6,980,13
10764,49,68280,6,380,95
10765,33,44262,3,523,94
10766,25,100435,4,955,3
10767,55,82211,6,369,94
10768,29,74842,1,253,6
10769,41,76979,5,713,93
10770,45,101470,3,826,8
10771,25,58197,2,761,44
10772,45,61844,3,182,33
10773,53,84754,2,721,81
10774,43,54157,3,998,75
10775,25,97129,2,525,77
10776,67,60042,6,374,50
10777,45,81665,4,812,11
10778,45,102856,2,383,95
10779,54,47376,2,272,28
10780,58,75554,1,426,70
10781,53,34199,2,817,41
10782,44,101412,1,162,16
10783,34,70948,5,172,68
10784,26,93781,6,862,99
10785,50,92750,1,735,48
10786,37,86262,4,474,56
10787,30,66600,6,732,64
10788,45,96898,1,607,59
10789,65,82483,6,886,90
10790,46,38297,6,497,62
10791,30,50448,6,219,76
10792,63,46172,5,536,11
10793,52,62874,4,928,89
10794,23,27657,3,775,18
10795,35,104386,3,564,19
10796,68,45425,1,385,87
10797,22,46685,6,364,55
10798,64,44578,1,419,82
10799,42,48831,5,772,26
10800,19,27906,5,475,6
10801,27,81413,2,919,4
10802,47,74028,5,188,29
10803,67,27287,2,753,59
10804,62,53660,4,302,98
10805,22,95758,1,920,17
10806,50,80504,4,838,43
10807,18,79720,5,433,80
10808,35,54701,4,321,66
10809,49,103300,4,140,34
10810,64,37674,4,807,8
10811,66,103560,5,167,13
10812,28,43874,6,875,8
10813,38,63642,4,613,94
10814,43,117820,2,972,96
10815,42,85160,5,736,94
10816,39,37602,4,721,65
10817,44,108801,6,697,43
10818,66,45931,5,731,39
10819,30,114377,3,226,81
10820,50,49192,6,354,59
10821,51,66542,2,794,84
10822,58,62520,4,115,88
10823,52,84772,3,576,86
10824,18,78762,3,161,93
10825,38,70106,5,980,86
10826,65,101121,3,531,44
10827,23,45559,2,769,9
10828,45,53742,2,367,37
10829,34,89669,1,134,74
10830,22,100199,2,878,36
10831,48,41754,6,675,92
10832,22,23972,3,593,28
10833,55,90831,2,661,42
10834,20,61873,5,568,43
10835,40,114661,1,866,85
10836,54,29903,3,760,88
10837,54,23020,1,424,42
10838,27,61755,3,403,66
10839,27,105956,5,375,55
10840,36,106988,1,968,72
10841,34,65648,4,783,48
10842,38,29516,6,300,91
10843,31,22396,6,544,22
10844,26,104082,3,423,27
10845,63,39129,4,134,93
10846,18,21591,1,581,67
10847,68,31303,4,827,13
10848,62,50561,4,579,45
10849,30,91719,1,164,10
10850,21,112108,5,107,9
10851,18,119616,4,400,54
10852,66,106231,4,442,27
10853,57,27314,5,530,34
10854,49,39623,4,523,1
10855,51,87675,4,431,32
10856,45,116826,4,537,89
10857,48,85082,6,687,93
10858,25,103624,2,273,71
10859,56,53130,5,658,67
10860,43,71756,4,626,84
10861,51,117624,6,972,20
10862,20,46292,5,758,94
10863,67,106206,3,125,35
10864,29,89274,3,919,99
10865,18,22469,4,704,91
10866,61,73947,6,505,90
10867,22,42534,6,331,78
10868,47,83620,5,632,17
10869,47,68874,5,918,18
10870,34,69708,6,649,45
10871,65,94553,5,887,93
10872,64,88344,6,604,84
10873,40,69138,2,768,53
10874,32,74302,6,278,91
10875,54,67638,3,231,82
10876,38,98249,5,922,68
10877,31,22719,6,554,65
10878,19,42890,6,447,1
10879,28,97236,5,639,58
10880,68,56509,2,871,26
10881,56,62534,2,505,20
10882,55,112241,5,175,87
10883,51,38787,1,678,10
10884,55,68845,5,953,59
10885,67,77932,5,591,75
10886,51,112124,2,293,41
10887,35,111659,2,261,5
10888,47,53062,5,446,65
10889,32,95713,5,460,17
10890,44,107263,5,868,22
10891,68,115756,2,683,98
10892,51,80461,5,186,41
10893,69,95418,5,361,93
10894,55,86672,4,313,68
10895,50,54832,1,764,69
10896,41,51966,3,821,11
10897,32,92545,1,672,56
10898,47,32987,4,879,51
10899,59,57311,3,361,21
10900,68,51575,5,829,99
