Age,Experience_Years,Average_Hours_Worked,Task_Completion_Rate,Performance
33.35789006637397,11.732442379489964,44.08944829012514,90.79857285295132,Good
25.0924048056471,14.99005054929826,41.882047630487584,77.93107432012651,Poor
32.05548274064249,0.0,35.48974222821245,93.55555659020712,Poor
32.60099838431261,20.441873523903638,35.65168459362653,100.0,Good
29.384059115448668,9.30205185922413,45.62717392207385,95.70610559979187,Good
33.87100001833794,15.540914083687582,34.05294053566336,77.70397530192591,Poor
37.82835599770177,4.800470364372345,48.21336476627982,88.61417317273103,Poor
48.20330130847371,13.063869525312848,35.496896326760655,72.06858456241352,Poor
36.22204468982287,4.732922184131719,43.191959628041914,90.72390311175675,Poor
36.80285273505935,6.881155196520974,38.356907621255075,89.50603412862539,Good
34.47887858963683,19.57015676933393,43.01593715541171,66.30183660467836,Poor
21.56860149290671,9.046587996183266,37.27942998942903,73.38216156087637,Poor
34.814402871855485,11.087164365898614,39.186035469638526,82.16861103256232,Good
35.421611469587184,14.350338653443771,40.20459587697861,81.99140252859173,Good
52.242694787397,12.478409439863023,34.98906272109264,72.90523064581194,Poor
33.653473246532144,10.752094525717883,43.70412172710063,88.88978729352183,Good
37.110831396335286,11.824805012331128,37.43393216764208,87.51473608940512,Good
34.757017612063294,22.017077926191376,38.85700042329991,83.0573086802148,Good
26.819253736663278,9.711906014832072,35.02825312695744,77.44208499841638,Poor
42.99975970160514,11.005495233574837,27.188331706023448,95.48707126416564,Poor
40.263531228807416,15.253271980038061,39.04486118699916,100.0,Good
40.53722362930133,15.52762966478992,52.063077108064576,80.16438516153463,Good
28.634287816436828,15.935151527801901,43.92302143949012,78.8783308284518,Poor
44.8195601765527,13.193651110145924,39.903698101328025,89.91207665411996,Good
25.18704256045403,4.284975436347582,38.685545853958665,81.41970620253014,Poor
39.10799965660189,18.167157661505478,40.11232946406023,83.60602799336766,Good
50.33318938066985,4.26827303490656,42.73559557587605,92.39653151724671,Poor
28.06624572408518,11.513177326195166,34.09593592345578,65.90643912492708,Poor
31.035915892780597,6.228620749903211,45.57160847334436,98.1830232485267,Good
35.69755955561349,9.679308267035037,43.57690657720622,85.72680524329341,Good
31.475670421186607,11.643812051517402,43.59092862853967,80.8850685543782,Good
24.14535598253707,11.606786077251366,42.192378694048635,84.1076584577855,Good
35.47994082364219,12.109603771176424,40.09808328846995,84.62429355020518,Good
27.563874003917267,18.068556345293235,43.3643061798341,67.68798696555075,Poor
38.31514701444627,12.267671507569899,42.95907066870689,99.94938227453235,Good
28.56403036036338,8.779216823546756,38.22979644529488,85.41325632270619,Good
45.849540835122774,14.820435841441785,37.13199113551549,89.43002130447375,Good
29.51722695364634,15.947352444623203,40.50928147630994,94.51549770574043,Good
32.74556938656027,3.8619609243150377,47.74510075747594,74.788375424397,Poor
40.69462052158769,12.98700034924929,33.804464621730496,89.73471899035229,Poor
26.38394978496231,13.505863711554492,32.6623736712378,82.32358909101207,Poor
36.592219542228904,8.512182483200041,40.82380420618259,93.46770775216494,Good
44.149999279976996,16.878534066558096,40.25443850928009,63.727725796485046,Poor
23.74761735807141,9.249722064837366,40.866708321852045,84.00905699758731,Good
36.29243700972613,10.62788226735771,41.2197659895425,78.97179344216039,Poor
36.81917955973896,9.134640878580653,38.883988726825976,89.32262950634156,Good
40.47276010244117,10.077895237907338,47.44931719301041,89.70044187368202,Good
26.341345023853428,4.518624565523991,31.99548010761742,77.92374105177974,Poor
25.756803708410068,2.7997455870285286,35.85751487609877,77.87826135823957,Poor
38.65359095931829,17.97252531612486,39.48372619925476,83.89334631442671,Good
37.0788927126323,5.765193258408361,31.784055944229163,76.03357772684792,Poor
36.753449952421136,5.043038252718464,39.12072797783964,93.41983695452127,Good
37.42513746647883,0.0,48.30735082864009,81.30792799552555,Poor
30.239826948950565,6.805191261552489,40.10443244147981,55.930117806783585,Poor
36.62577588012702,3.3845510329625084,41.153504528593416,81.25177943378193,Poor
37.05150731309077,18.210075800681846,33.6991761741371,74.61456179156028,Poor
29.999540073815425,15.049085446713171,36.91819295980261,68.68724184539055,Poor
48.0604215780133,6.559248274111381,38.12401809838032,72.62573361777427,Poor
38.31683044638251,21.262179026721544,38.41142451621883,86.0940847183297,Good
26.66087551958146,14.90882743495797,46.40821897501884,98.28640828248231,Good
39.595875260436806,8.375843082456887,42.788455303625625,88.1318447386498,Good
28.17722830840875,0.0,34.44271021531484,78.9349661178426,Poor
40.509592226197164,21.45471286295371,41.232523892160025,89.55904195170703,Good
43.11016905305183,3.05213766618202,42.491108742483924,80.40909689781009,Poor
29.255223771538027,1.7730062652155407,45.700745192606334,78.05399630836855,Poor
41.74363290471025,15.112852160048202,47.90270343284187,73.45637331767016,Poor
37.889466488555485,22.198762031696365,34.924529040860655,67.48171193248281,Poor
40.75442111996143,16.92136409255259,35.94571244394831,81.10076293440555,Good
48.27755087857763,12.819545600261797,33.712110705426916,86.58053489920133,Poor
33.28228318797991,12.97377170832643,38.829900704465096,84.0337632998511,Good
29.723846849497573,14.267077793901539,42.331791872231676,80.84033072052641,Good
28.77339899262134,13.794642948933825,44.93667258294551,75.54253939303219,Poor
29.289328005241934,11.405957119846878,39.620244881787386,91.08246191684968,Good
34.46028803410127,10.521005519759381,38.40076238372578,71.82868080053416,Poor
37.38806382371651,9.687034360502388,40.7587899612437,92.76027913843475,Good
36.936835595310136,6.230177055666619,35.824285491849885,74.97782981073276,Poor
40.79028274325216,8.59662461566613,50.44769360847387,77.47564762646965,Poor
35.09101324314535,1.5352159290230727,31.961694864409708,70.33214809384323,Poor
45.17473854010122,9.508301866026251,40.92370289447862,79.98597853114363,Poor
33.147402167334306,5.057044464245413,50.1180310961482,94.75312458477978,Good
54.04118416612733,4.482053413921145,40.03399922279999,90.15628088443957,Poor
39.379671434355046,10.899470755767393,39.04980482499253,94.78422112028035,Good
28.99989710508602,16.960011431722997,38.212772885947864,90.22142545933936,Good
27.503752513572213,14.591583030011565,39.09804159118796,73.96330171469631,Poor
38.377306906702294,2.1474969818841148,46.86424237338265,81.69210775672443,Poor
33.43576050271904,5.051859317148312,28.940690443352466,77.19800870882537,Poor
39.99800345864465,14.703855939941079,47.66716850648163,98.3057490403904,Good
38.31266337201481,5.087563032308452,32.88021423774927,73.03211353573688,Poor
34.49019761140189,8.876834250014877,38.666738353827924,93.93697689389111,Good
29.072443973521164,12.75026049512276,37.85377789850669,93.9295387010877,Good
24.396069427198945,5.158277725681824,42.942766348853596,100.0,Good
31.874395335530853,10.526877530729799,32.00937824058126,80.90313407370503,Poor
40.994791560264304,3.3298725254089776,42.31086333040972,92.12322159580162,Poor
36.49865620891143,6.993161780243931,50.12154811643426,100.0,Good
26.279828549016084,11.598909670712684,33.18412997703595,78.82358323066303,Poor
36.21226648095828,2.035031332341654,40.94853083805198,69.64959752467641,Poor
37.69722165810186,12.202373689801995,36.69008911101695,66.19989966092237,Poor
28.81299794659207,9.901811005366595,42.12943603096518,92.12712028861331,Good
36.076075741618695,12.762449772085738,40.09573888707876,66.16849791941416,Poor
35.407461029122,11.119570670323307,36.792565454778455,81.27680947062078,Good
26.999207915185636,16.82070214986922,42.43936142435537,89.37313187038961,Good
37.50451152243798,10.626122513239537,49.021740548933714,86.85175536829914,Good
38.92549168457764,7.8529722943737355,39.04548104136351,89.25444864184172,Good
42.581358702226936,10.61148751516142,43.59878971074091,87.22289855800854,Good
42.37661436424432,12.71649014518194,33.53363521064418,97.78865813313394,Poor
25.356314424300365,10.244300351628521,35.21781811590996,75.47683619261203,Poor
28.435224720594142,10.202958456019411,42.362031389401885,78.23004861541469,Poor
38.60524687046062,6.490041560966223,47.420580142679825,77.27340554729176,Poor
38.59650165638546,6.68549541224526,41.7780667439283,93.3019181186261,Good
38.60533380414233,2.9869736410015326,38.43470984738423,94.00398588395063,Poor
61.96912043458305,18.747883715934698,39.99645702711677,89.51225319318507,Good
38.99623357485217,3.7806838230435744,33.74796133015141,96.83493666889927,Poor
42.94895948126419,6.535474011020463,43.022576631776836,73.2195913262362,Poor
41.67801234445241,6.407963672154013,44.41166531161704,100.0,Good
39.559738759140586,14.474621884722207,37.7395483358346,100.0,Good
32.79311528751758,8.525251608539861,37.64978926120249,92.35621997245747,Good
40.31278454345287,16.238710363368668,41.32939114826024,100.0,Good
29.590223498237,6.632546878780658,37.81640131979702,68.43376792322226,Poor
33.34226975281994,11.39497081111901,39.66933692687089,79.75551863737348,Poor
31.602455165196275,5.823264733701214,50.49860894583258,77.64696539318048,Poor
35.57311897570426,20.72574563886694,38.76487149627002,92.21479323757343,Good
51.20260996671456,4.062007904852436,38.20829923989389,74.49859260397855,Poor
21.929143651857764,11.549103551135138,36.76229097182421,92.57495149337485,Good
39.803821332621595,13.168884404660492,43.720959857499686,98.70536143996713,Good
23.710988901672437,12.068995487257492,39.09387913390948,91.95202900084,Good
31.696476939473968,9.073561705611459,36.75313480839287,87.83751023661502,Good
42.62265417877156,9.350896501332869,46.60652016136506,75.1212665909925,Poor
35.44996013366824,10.219057359895547,47.098015022568184,76.53149033874635,Poor
27.455786554494857,9.264989991857558,36.99788217130647,97.49618905296667,Good
29.992874035180222,14.819395583974549,30.66730024319692,92.79349003905332,Poor
39.757184242542735,21.052615007956756,45.03756844918461,84.60980480622456,Good
29.887433577980044,7.212541074960832,36.57685087119998,80.8209045423411,Good
36.51521012707382,3.1509851021046114,43.953127995813844,64.74192126888623,Poor
35.319002879326696,9.558589758243725,30.149480911440822,74.29147581315561,Poor
30.43879756675928,22.898546688271594,44.462986691496546,100.0,Good
50.00760862527728,5.981627160151346,33.9441403535961,72.19544428997533,Poor
39.43743315622608,18.195584027220338,43.653820595332625,86.8947982122108,Good
20.824001893396748,18.388504070382204,40.07136533918217,95.07443973195198,Good
36.305180203385994,7.232058791460027,35.23030290301678,72.45077331997707,Poor
30.367494746621283,12.844915395926376,37.9648184353661,86.84710474781083,Good
40.96703334357357,18.141983115642688,43.431592284783505,94.37915537510655,Good
29.452354830971096,8.104361295062564,40.529472265576175,85.12499321907251,Good
34.19684490973171,8.982098199488192,42.92206490236242,100.0,Good
38.5349109528632,7.091595430256781,49.88220292257743,68.31400741121804,Poor
41.06028635919085,4.926216346535666,32.17879194144474,95.5872852988388,Poor
26.597925150609566,6.7536122746699645,48.08606287484312,83.27198262603535,Good
32.65849134911336,3.8802986661887173,40.52177968761607,92.71920154836675,Poor
31.675382821873306,10.17041734129613,35.50607975838436,89.41307151699246,Good
30.426695371984017,6.150133844706791,33.34843187130505,77.66843802890003,Poor
47.35817968196768,11.168929558953739,39.054398046114834,87.28996392459341,Good
37.83487197672669,2.2205217689818637,44.6082505596223,66.42098548601713,Poor
26.173812319654683,11.654401161072286,39.36225439811233,91.03247500571393,Good
41.425033629383435,14.167644808044624,47.55577465123674,87.98158465990525,Good
49.85509337908843,0.03132178714272271,32.744121549742204,91.38660168643102,Poor
42.22725682385803,11.87028284923786,39.93955526076973,95.5811832508715,Good
24.364410238321906,16.13834496236646,33.73803277793441,88.67619840209711,Poor
31.610361489936242,3.951794906543973,41.81815941312484,86.48089419798276,Poor
43.86837804430636,18.362861934188516,44.4344369504865,76.18931663338708,Poor
30.046313740668534,12.095095046830226,37.89619103159473,77.87779236350949,Poor
38.1067359970236,6.474940721207956,26.97893071686433,96.86734620177332,Poor
40.42243837400536,9.72115461171147,40.994740733982475,99.36335405705978,Good
28.51148669895342,12.791634562608612,42.18369275866755,82.61889563687946,Good
34.5833225075674,10.380026957062057,42.02147377480849,85.46002747253274,Good
12.311128619516492,12.693779962231845,46.17891095911077,75.95385625006234,Poor
27.82928651065997,5.396632034603169,34.644731601754756,96.72756845267445,Poor
33.23202294024788,10.84680412018039,43.40108052725225,91.65416823691778,Good
26.265517726246053,2.9314275154750993,45.962537562389876,100.0,Poor
46.426879127521445,9.443869693256499,31.107062079967417,76.21676922820261,Poor
24.98901035427557,5.480461792676051,41.59825912959489,81.21992100981782,Good
31.919688593121116,6.322350287051167,37.47910084496164,87.31445922525572,Good
35.91518404100264,16.18046587605219,39.592386634491774,91.4648953772577,Good
45.08891302346281,15.456550602971344,41.73838241769168,82.84332362452368,Good
24.948964941743924,13.045690604535885,37.56385717943224,76.270389095463,Poor
43.14214626508472,4.538436176637105,36.62145960419194,93.81407528923572,Poor
35.071631427137106,8.417957751525991,40.170762087440124,92.21135362545581,Good
28.129439442664342,16.065488499895917,34.563770305685985,75.83725899436276,Poor
38.2347243198429,10.708584568199523,34.57087435557408,98.55442801105495,Poor
36.39341786901429,21.596647699908473,43.396866414782515,96.70198709196603,Good
30.798481859888437,11.96658919697186,34.25602982420672,86.34296497247793,Poor
35.488614594930134,10.960245582450158,43.331562504546056,85.79597862376036,Good
32.302804821967676,8.454417678987493,42.31295646426975,90.54057771115907,Good
35.79462141675874,10.66770452391141,31.370966356047017,76.38296929743741,Poor
39.63491472164733,9.237650818097281,36.61217673832172,85.30031479164082,Good
46.10211771301746,13.540543383442952,45.97054701523686,63.4761645539082,Poor
26.33529150821206,14.78351158397292,35.09417234430159,93.76455645502935,Good
49.931233622593865,6.070052697460253,37.67797868845306,69.3850677755814,Poor
21.335385403342485,3.3438352322111093,42.31030446625948,100.0,Poor
33.93750433475092,0.8189731344835174,43.91695254641298,81.6987990603355,Poor
39.11822044539203,12.539956634562719,38.74230556977752,82.88333018068823,Good
36.96694307414523,4.483166969130632,37.012449026541795,78.72266093915495,Poor
30.641103361255844,0.0,47.11184930849254,82.11961126077924,Poor
33.54314424749907,11.94289302265482,48.6944983189879,99.18531345148037,Good
31.54899345738817,22.464997587163953,44.89429025390898,60.1219134346492,Poor
30.874446701390518,9.969645442300534,40.42659071282512,97.76965386088187,Good
40.94721467914717,14.19245387225821,35.95867139179537,88.38023481101708,Good
37.49910840175533,10.409146792737825,35.847777967217176,72.92978352142785,Poor
30.14963283317542,9.505551734044287,42.61257052632879,74.24687606950762,Poor
41.29719912803276,14.595382414938843,42.091991104443416,100.0,Good
37.15109664613627,8.548627279056744,47.007992964732146,75.54493120057269,Poor
40.69003483187272,11.336961570359515,43.25225046268069,73.46649489404041,Poor
39.407401893465284,11.608489030980069,32.48459849120091,96.37314542364729,Poor
29.197034923545495,6.659547731784756,45.25973808861459,88.38552876285914,Good
31.07873271862121,14.960211747682614,35.00969686342793,75.620744234636,Poor
40.23105523586283,9.125201216522957,38.08014364023824,87.16624975404619,Good
39.272591858034254,6.221274202535776,41.251001031258475,74.74247316359723,Poor
34.85368884225096,12.682549217852017,49.978337448919824,96.00821398422605,Good
35.821291683161476,5.507660091044814,55.549592780026806,95.61370964873133,Good
43.94365427051898,10.140905786845641,43.03361529568092,90.32006198821944,Good
30.85900027814919,9.954405016778983,39.08401690639806,88.61661061247017,Good
38.82968166819027,15.42947782915789,42.67252824240275,100.0,Good
33.584651432962744,12.373491164399764,44.43827712936918,84.99686327388225,Good
33.47623157740946,9.874865206274281,38.39666187221404,73.181258745792,Poor
42.69143796391033,14.088831496001436,48.97605677956161,89.49473912832306,Good
40.777914442916206,16.951037745086566,41.15035379595701,100.0,Good
40.69456745200447,12.789051531759311,42.48871544545697,74.85240506814148,Poor
44.1383516500803,10.051763099216902,43.329621260272305,81.38537233306015,Good
35.14702689142931,3.4408188382492018,42.10793305307228,89.16446038101452,Poor
39.773670799064746,4.674431684623137,44.194702502348065,84.4609515099426,Poor
32.82813270384581,8.473876478226662,36.91373406726538,75.17696419622686,Poor
37.269164467419095,6.952438989203584,37.20849123026985,96.21857856230471,Good
34.08899861942621,9.06514348507277,34.49922883514152,100.0,Poor
35.678971754949025,10.283249624485535,42.19750615310113,86.96131459023907,Good
39.166099178058396,12.648463771783653,43.89468251756057,75.95931710264,Poor
29.272455217365692,9.647506109704544,42.28886433075943,69.51039474946525,Poor
49.64671092979822,12.432508219131009,48.37246216673769,87.5797598122118,Good
27.957878329502087,10.322372074050602,39.972019905854765,96.03877343316258,Good
26.500679710485876,0.1226671682306435,43.34370827796256,89.75167746495381,Poor
43.10677611450048,5.3033230309062285,34.541495619303426,84.97596159081147,Poor
40.54163885774055,9.279562221391922,38.06450148762799,79.10728348210694,Poor
39.36883871936509,3.951526285794462,43.47768878782889,74.07836367281911,Poor
39.39841856484996,12.999643649981023,44.24551055371572,93.34751326324883,Good
34.9142725900716,17.65375416171849,38.53016526167909,94.13771621385585,Good
28.71921939959918,16.093809258486584,39.64200374070967,69.54270213309266,Poor
35.53063190735608,8.932785645348961,32.410631266595956,100.0,Poor
30.25986801941522,17.45363068424976,38.214853995966955,90.74071220894001,Good
41.82583813392426,10.743337286010558,44.45191581759893,98.99594645145794,Good
33.97059832948503,8.314570144409803,42.876025080532834,71.57872251514885,Poor
29.22151962245242,6.932986682295301,42.503328606906045,71.34175844584561,Poor
32.75029910842905,8.487651567559357,40.248868435904804,83.51030690232703,Good
37.89052017992937,8.059115907293856,40.03531579314088,90.02784426895194,Good
31.053928130372178,10.852081111877439,36.698394302632764,100.0,Good
29.24445723103498,10.802869905249324,43.49414210101267,92.06078913815132,Good
36.70581048044339,10.015230100767072,42.104864721946946,82.57318723187967,Good
36.71476599776106,12.18469084873175,42.46009423996399,74.73630792334107,Poor
31.451397772402093,15.953231373931708,37.3698257866621,97.3000057271915,Good
31.70273186067174,14.747770677206619,29.23328540064378,75.35294574249285,Poor
36.62434956150345,2.5755101577504824,45.485763558768475,100.0,Poor
24.863409609518733,0.0,37.60581271995798,82.1561535039349,Poor
25.147753579364114,14.67159955619637,35.686121179784394,100.0,Good
29.970890451232947,3.1656065079228943,43.46739455956997,91.78931290059279,Poor
33.50586993801707,8.876172990536583,38.039936800404355,83.63004510557542,Good
37.17635295918603,4.149434869703202,45.29968192023311,79.80603628173873,Poor
45.32749351864686,0.9900978120999007,43.08502974788349,81.59092122653921,Poor
41.00361736241413,12.70731364102394,43.417846616002386,89.28316692375238,Good
33.88043029025601,13.795775801513233,33.17022144399733,85.77156496217717,Poor
34.86688654468118,7.117447996366403,46.059719926932004,79.06188591931294,Poor
27.982294447535338,0.0,41.30625265616928,83.34368589682367,Poor
34.87040804805327,7.268777758737587,38.15361430376898,85.7857702971915,Good
32.97938952755903,11.959020027012732,40.716942336711256,63.71265905585188,Poor
37.25902992236663,2.6054421561293566,31.1188238355084,89.58168114788698,Poor
29.209383395133738,10.916799598895778,42.043264057403356,75.20278775283194,Poor
38.635425599688205,9.923450754135022,34.85314245908964,73.46667596794255,Poor
45.72917239101804,12.896457498005443,33.23664857078233,68.1265565288929,Poor
34.238678960802,10.597901842070765,32.38820406891055,67.0610750213211,Poor
37.81198205469259,5.134655295592222,45.563441874949625,71.44552496887711,Poor
39.83100794197779,15.982857508322457,36.85368303153606,77.9097904236951,Poor
32.19145669679914,9.20735213486515,47.6686385495825,100.0,Good
36.56864737267292,9.86347730245034,37.32099268473851,79.74120324104796,Poor
35.08814680547256,5.33366020463402,31.463210212035264,86.77750106268032,Poor
35.683732689841825,7.783588744042449,34.4173778002567,89.00481386506328,Poor
29.588931513011737,5.5759864298654955,46.179058100034695,86.3106518621585,Good
35.1715712198126,9.135269700382885,39.22050911031666,84.22556539274007,Good
38.48598803871815,18.558542400711715,37.258563517546996,73.04706236400756,Poor
45.158005254565296,3.140494285343218,40.80009112926394,99.50927548279212,Poor
41.71489578259645,1.9321930106162952,42.50891368083772,100.0,Poor
50.07227720258089,17.355851637468042,45.5869940795123,68.17341305877315,Poor
29.628567059783656,8.95338161424067,47.24249614946463,74.7597140911362,Poor
41.106244457044745,6.654636306700417,38.20115677105457,82.20189657622994,Good
36.28339404016846,15.199523436980382,33.36976156958981,75.35462205089809,Poor
50.32862053252371,6.971922301315679,37.93267419438362,90.05965553455866,Good
29.34191200251394,19.130048567734683,41.30140253291443,77.71727797593387,Poor
29.121947104734566,13.389629356696346,35.18120536894695,100.0,Good
30.804251481891846,7.560442959271487,35.21424542552479,96.90548594343596,Good
20.132729929831353,20.786541066327516,41.718939407749424,87.12574030632214,Good
31.31971484823467,6.971425384983307,39.75673824214775,95.26986263319732,Good
29.686071369124114,13.710476860046535,40.163984977057936,96.05900424357309,Good
36.052756505333456,11.496462902032459,36.207523326499654,79.36052511941757,Poor
37.392291830440115,16.50870644699399,38.847996428971165,76.83782755458036,Poor
48.1331958745112,17.807555983634263,35.37883427865848,85.78143062969647,Good
41.652966867302354,10.160020745328833,44.450992055623935,93.61636124497944,Good
30.96167441036318,6.232910648269083,45.17624667361876,86.39060398653417,Good
28.711097300561494,12.299860714695582,30.76906068880953,69.23003517809002,Poor
38.44343420054554,6.611423151239469,35.35244569903795,76.97175556049157,Poor
25.758367550855503,20.066936237633115,32.51735372454961,84.26027136405622,Poor
47.82021136098048,10.682676655413687,36.749880327965506,84.2433439567417,Good
43.25608084504901,8.173392243439457,39.58281015104819,100.0,Good
