Engine RPM,Actual Vibration (mm/s),Predicted Vibration (mm/s)
923.4234234234234,2160.111619892562,2160.8295258709527
927.927927927928,2148.6125306038507,2151.4755311588046
932.4324324324324,2142.7954264843274,2142.141427460965
936.936936936937,2133.408824077327,2132.8272158554996
941.4414414414414,2123.600371297121,2123.532897450636
945.945945945946,2113.8443053229025,2114.258473384675
950.4504504504504,2102.225978804508,2105.0039448259067
954.9549549549548,2094.978577004622,2095.769312972516
959.4594594594596,2085.9174938418328,2086.554579052494
963.963963963964,2075.8013326560326,2077.359744323538
968.4684684684684,2067.906190448213,2068.18481007296
972.9729729729728,2059.879649913206,2059.02977761758
977.4774774774776,2053.7066193052274,2049.89464830363
981.981981981982,2041.1660167617783,2040.7794235066494
986.4864864864865,2032.2344912663648,2031.684104631374
990.990990990991,2022.4929451335267,2022.6086931116306
995.4954954954956,2009.7466595920848,2013.5531904102265
1000.0,2004.49345938323,2004.517598018835
1004.5045045045046,1995.649154225688,1995.5019174578786
1009.0090090090092,1991.457307799044,1986.5061502764154
1013.5135135135135,1977.1681560755517,1977.5302980520137
1018.018018018018,1969.197953379473,1968.5743623906362
1022.5225225225224,1959.5873437291857,1959.638344926509
1027.027027027027,1948.4012493061289,1950.7222473220002
1031.5315315315315,1944.1260203463337,1941.8260712674883
1036.036036036036,1934.4659430551249,1932.9498184812337
1040.5405405405404,1925.6857778351691,1924.0934907092444
1045.045045045045,1913.4465124329683,1915.2570897251387
1049.5495495495495,1909.2523876160435,1906.4406173300115
1054.0540540540542,1894.8445485989316,1897.6440753522947
1058.5585585585586,1890.0433585782296,1888.8674656476126
1063.063063063063,1884.4918931294624,1880.1107900986397
1067.5675675675675,1869.391192449369,1871.3740506149556
1072.072072072072,1861.5209005382487,1862.657249132899
1076.5765765765766,1854.1539792707777,1853.960387615412
1081.0810810810813,1844.2688574178032,1845.283468051894
1085.5855855855857,1833.5155677160883,1836.6264924580455
1090.09009009009,1828.115062098578,1827.9894628757115
1094.5945945945946,1817.234328089805,1819.372381372723
1099.099099099099,1811.7070796503588,1810.7752500427398
1103.6036036036037,1800.3419676288215,1802.198071005085
1108.108108108108,1796.7215704113885,1793.640846404583
1112.6126126126128,1783.5160469025898,1785.1035784113924
1117.1171171171172,1775.9192509348989,1776.58626922084
1121.6216216216217,1769.69119971466,1768.0889210532475
1126.126126126126,1757.1232010565996,1759.6115361537627
1130.6306306306303,1751.5805893552993,1751.1541167921828
1135.1351351351352,1745.3006724940751,1742.7166652627814
1139.6396396396397,1731.052118059716,1734.299183884131
1144.1441441441443,1726.237032199453,1725.9016749989198
1148.6486486486488,1718.0081948259826,1717.5241409737757
1153.1531531531532,1710.692726953824,1709.1665841990784
1157.6576576576576,1698.315821419743,1700.8290070887765
1162.162162162162,1689.8294433701892,1692.5114120801998
1166.6666666666667,1685.2148680954808,1684.2138016338715
1171.1711711711712,1676.4855798050576,1675.9361782333192
1175.6756756756758,1668.1332213173196,1667.6785443848778
1180.1801801801803,1660.0857594182,1659.4409026175013
1184.6846846846847,1649.8134457474184,1651.223255482562
1189.1891891891892,1643.4386421925008,1643.025605553656
1193.6936936936936,1635.3809293990355,1634.8479554264043
1198.1981981981985,1625.2067439704906,1626.6903077182478
1202.7027027027027,1622.227673558526,1618.5526650682511
1207.2072072072074,1611.3244861814162,1610.4350301368922
1211.7117117117118,1599.894929942399,1602.3374056058612
1216.2162162162165,1595.5113842872242,1594.259794177848
1220.7207207207207,1584.1896801623534,1586.2021985763374
1225.2252252252251,1579.6740082280508,1578.164621545396
1229.7297297297298,1572.3978575876715,1570.1470658494593
1234.2342342342342,1560.4401639208008,1562.1495342731212
1238.738738738739,1556.029180510783,1554.1720296209123
1243.2432432432431,1546.9689302366198,1546.214554717091
1247.7477477477478,1539.848472157872,1538.2771124054148
1252.2522522522522,1534.0789674920975,1530.3597055489304
1256.7567567567569,1521.8956841463778,1522.4623370297434
1261.261261261261,1513.0001190124583,1514.5850097488033
1265.7657657657658,1504.8697485237706,1506.727726625669
1270.2702702702704,1497.1784009209714,1498.890490598294
1274.7747747747749,1490.8371232518314,1491.07330462279
1279.2792792792793,1483.8749998963965,1483.2761716732032
1283.7837837837835,1475.967513960722,1475.4990947412819
1288.2882882882882,1469.3100054756117,1467.7420768362429
1292.7927927927929,1459.9432226558197,1460.005120984545
1297.2972972972973,1455.1059432964526,1452.2882302296484
1301.801801801802,1443.9712972351715,1444.5914076317822
1306.3063063063064,1442.262767614791,1436.9146562677051
1310.8108108108108,1430.4156681254535,1429.2579792304705
1315.3153153153153,1419.8120113982657,1421.6213796291845
1319.8198198198197,1411.7666267098946,1414.0048605887673
1324.3243243243244,1407.2755370421507,1406.408425249707
1328.8288288288288,1398.2859456702236,1398.832076767823
1333.3333333333337,1392.6032530102518,1391.275818314016
1337.837837837838,1384.5842130481328,1383.739653074028
1342.3423423423424,1375.9746740051194,1376.2235842481862
1346.8468468468468,1366.9294499538732,1368.7276150511666
1351.3513513513512,1358.1161633164756,1361.2517487117389
1355.855855855856,1352.7957663562056,1353.7959884725171
1360.3603603603603,1347.9646537785245,1346.3603375897096
1364.864864864865,1339.2632283728378,1338.9447993328656
1369.3693693693697,1328.946876130589,1331.5493769846234
1373.873873873874,1324.4081598086448,1324.1740738404576
1378.3783783783783,1317.476011820493,1316.8188932084179
1382.8828828828828,1307.6013795102003,1309.483838408883
1387.3873873873874,1302.3604035282071,1302.1689127742918
1391.891891891892,1294.873374705832,1294.8741196488968
1396.3963963963963,1285.1951690633878,1287.5994623884974
1400.900900900901,1280.9409886374503,1280.3449443601821
1405.4054054054054,1274.1114425361573,1273.110568942069
1409.90990990991,1267.9405942977448,1265.8963395230448
1414.4144144144143,1260.6868764677847,1258.7022595025005
1418.918918918919,1248.6488798779258,1251.5283322900673
1423.4234234234236,1242.3736839655303,1244.374561305357
1427.927927927928,1238.1446926861374,1237.240949977693
1432.4324324324325,1231.0276583377529,1230.1275017458474
1436.936936936937,1223.9358257828917,1223.0342200577738
1441.4414414414414,1223.5370205773747,1215.9611083703396
1445.9459459459458,1209.9193525446778,1208.908170149061
1450.4504504504505,1204.0149070107498,1201.875408867829
1454.9549549549552,1196.6381772909135,1194.86282800865
1459.4594594594596,1189.0395516809403,1187.8704310613678
1463.963963963964,1180.1330270462963,1180.898221523394
1468.4684684684685,1175.328504845916,1173.9462028994437
1472.972972972973,1165.3321249335531,1167.0143787012585
1477.4774774774774,1159.4915587781268,1160.1027524473354
1481.981981981982,1152.1021047855452,1153.2113276626562
1486.486486486487,1146.36443490564,1146.340107878412
1490.9909909909911,1143.9780809632152,1139.4890966317341
1495.4954954954956,1128.7825367118182,1132.6582974654168
1500.0,1127.0781204210482,1125.8477139276408
1504.5045045045044,1115.6889345343538,1119.0573495717056
1509.009009009009,1111.1995056963444,1112.2872079557492
1513.5135135135135,1107.5705143137795,1105.5372926424732
1518.0180180180182,1098.7906610207222,1098.807607198866
1522.5225225225226,1089.7963470939244,1092.098155195934
1527.027027027027,1083.8312163403484,1085.4089402084128
1531.5315315315315,1079.9512614481016,1078.7399658145025
1536.036036036036,1070.4818336037642,1072.0912355955807
1540.5405405405406,1065.746247334838,1065.4627531359336
1545.045045045045,1058.7955031436634,1058.854522022473
1549.5495495495495,1050.8124577467188,1052.266545844462
1554.0540540540542,1049.8351189204316,1045.698828193232
1558.5585585585586,1040.2669180613252,1039.151372661914
1563.063063063063,1028.4209247477254,1032.6241828451493
1567.5675675675675,1026.3365327395636,1026.1172623388197
1572.0720720720722,1018.1527533098064,1019.6306147397642
1576.5765765765766,1014.7141866345002,1013.1642436455061
1581.081081081081,1004.9775674656825,1006.7181526539644
1585.5855855855857,999.906723944777,1000.2923453631884
1590.09009009009,994.7400618331292,993.8868253710683
1594.5945945945946,989.075794327056,987.5015962750615
1599.0990990990992,978.5781976567682,981.1366616719147
1603.6036036036037,973.9646080509376,974.7920251573843
1608.108108108108,967.358857120708,968.4676903259563
1612.6126126126126,960.6975473139,962.1636607705693
1617.1171171171172,959.2508967557144,955.8799400823392
1621.6216216216217,950.2660622949955,949.6165318502781
1626.126126126126,940.6907733028238,943.3734396610141
1630.6306306306308,938.825042819862,937.1506670985212
1635.1351351351352,935.0307480415788,930.9482177438339
1639.6396396396397,926.6688255257689,924.7660951747749
1644.144144144144,915.4029606887284,918.6043029656755
1648.6486486486488,911.331387968754,912.4628446871011
1653.1531531531532,908.7121873988,906.3417239055726
1657.6576576576576,898.6618922563216,900.2409441832939
1662.1621621621623,894.8840968358767,894.1605090778684
1666.6666666666667,889.4853171813701,888.1004221420346
1671.1711711711712,880.0421471212071,882.0606869233817
1675.6756756756756,875.7572878227635,876.0413069640806
1680.1801801801803,863.394509385123,870.0422858006044
1684.6846846846847,861.8493529451391,864.0636269634623
1689.1891891891892,857.4344582849127,858.105333976918
1693.6936936936938,849.5058803387409,852.1674103587229
1698.1981981981985,849.3485107305962,846.2498596198412
1702.7027027027027,837.3260396339593,840.3526852641774
1707.2072072072071,833.4292640644134,834.4758907883073
1711.7117117117118,828.7142647461902,828.6194796812053
1716.2162162162165,825.4991641456758,822.7834554239766
1720.7207207207207,813.9291341702952,816.9678214895849
1725.2252252252254,813.3318373088849,811.1725813425852
1729.7297297297298,805.2510411732434,805.3977384388545
1734.2342342342342,797.5130403883313,799.6432962253274
1738.738738738739,794.6661681383617,793.909258139725
1743.2432432432431,788.4264083975917,788.1956276102917
1747.7477477477478,781.1346108320994,782.5024080555278
1752.2522522522522,776.8018355347566,776.8296028839251
1756.7567567567569,770.2392255714099,771.1772154937076
1761.261261261261,765.6049468899092,765.5452492725607
1765.7657657657658,761.0906744165876,759.933707597374
1770.2702702702704,757.3473923895438,754.3425938339801
1774.7747747747749,746.1291216460605,748.7719113368911
1779.2792792792793,747.3206648386312,743.2216634490401
1783.7837837837835,733.6207228443444,737.6918535015267
1788.2882882882884,731.7120868518392,732.1824848133487
1792.7927927927929,727.7035116202263,726.6935606911574
1797.2972972972973,721.6205459833955,721.2250844289935
1801.801801801802,714.3653164186213,715.7770593080345
1806.3063063063064,709.7670956174877,710.3494885963426
1810.8108108108108,703.7904376236786,704.9423755486062
1815.3153153153155,698.2112873190613,699.5557234058956
1819.81981981982,695.7232795672002,694.1895353954045
1824.3243243243244,689.3926493051749,688.8438147302071
1828.8288288288288,681.9678297265772,683.5185646090025
1833.3333333333333,679.8483700634802,678.2137882158727
1837.837837837838,673.3797847331865,672.9294887200349
1842.3423423423424,669.1274224463674,667.6656692755927
1846.8468468468468,663.5179686865952,662.4223330212961
1851.3513513513517,655.3782371731094,657.199483080296
1855.855855855856,650.7138878089836,651.9971225599053
1860.3603603603603,648.1473693828112,646.8152545513532
1864.864864864865,642.7125676441492,641.6538821295504
1869.3693693693692,636.309584574345,636.5130083528517
1873.873873873874,631.4661219186241,631.3926362628147
1878.3783783783783,628.6873980880079,626.2927688839677
1882.882882882883,619.8700514130607,621.2134092235736
1887.3873873873877,617.0890425734286,616.1545602714017
1891.891891891892,610.5526468095616,611.1162249994883
1896.3963963963963,605.5043876317405,606.098406361916
1900.900900900901,603.1405582040741,601.1011072945731
1905.4054054054052,597.6176310958688,596.1243307149421
1909.9099099099096,592.6381538811257,591.1680795218588
1914.4144144144143,588.6869736052216,586.2323565952956
1918.918918918919,581.2034530629771,581.3171647961374
1923.4234234234236,577.6313315336687,576.4225069659615
1927.927927927928,570.7734259062628,571.5483859268128
1932.4324324324325,567.1893823428866,566.6948044809926
1936.936936936937,561.4484128892334,561.861765410833
1941.4414414414412,557.0909021593241,557.049271478489
1945.945945945946,553.2960000905837,552.2573254257212
1950.4504504504505,545.6985877480685,547.4859299736839
1954.954954954955,546.7697166681796,542.7350878227148
1959.45945945946,535.8433929238504,538.0048016521248
1963.963963963964,530.7181112165156,533.2950741199946
1968.4684684684685,530.7743487238637,528.6059078629629
1972.972972972973,525.3736712501135,523.9373054960245
1977.4774774774776,520.3913872796678,519.2892696123326
1981.981981981982,515.773225869294,514.6618027829905
1986.4864864864865,509.8860164319417,510.05490755685963
1990.9909909909911,503.53056675891,505.4685864603536
1995.495495495496,500.91184299126456,500.9028419972538
2000.0,494.86166410043614,496.35767664850613
2004.504504504505,493.6425783165741,491.8330928720317
2009.009009009009,486.8951754678896,487.32909310254
2013.513513513513,481.05584962540286,482.8456797513361
2018.018018018018,477.6022308574673,478.3828552061343
2022.5225225225224,474.6296310060544,473.94062183087766
2027.027027027027,468.2556938591381,469.5189819655473
2031.5315315315315,463.3386886010665,465.11793792599235
2036.036036036036,461.0911040264916,460.7374920037371
2040.5405405405409,456.7348789383008,456.3776464658157
2045.045045045045,450.8928937901832,452.0384035545895
2049.5495495495497,446.6471581712095,447.7197654875761
2054.054054054054,443.7564117130108,443.4217344572767
2058.5585585585586,436.11984471619536,439.1443126310056
2063.063063063063,431.945413979989,434.8875021507268
2067.5675675675675,429.08840982078897,430.65130513288426
2072.072072072072,425.8839913083269,426.4357236682347
2076.5765765765764,422.7389206866148,422.24075982169603
2081.081081081081,420.8946724817436,418.06641563217613
2085.5855855855857,415.5067702610591,413.91269311242326
2090.09009009009,409.3397032934769,409.7795942488667
2094.5945945945946,405.5103175176085,405.66712100146174
2099.0990990990995,399.4527028663525,401.57527530354184
2103.603603603604,397.35079088047553,397.5040590616656
2108.1081081081084,392.76120110980537,393.45347415547246
2112.612612612613,389.9553041767744,389.423522437531
2117.117117117117,383.6474029966626,385.4142057332039
2121.6216216216217,382.35320659598034,381.42552584049855
2126.126126126126,380.4132926008984,377.4574845299353
2130.6306306306305,373.1842498472645,373.5100835444032
2135.135135135135,370.2798047282659,369.58332459903033
2139.6396396396394,366.9519377570585,365.67720938105316
2144.1441441441443,360.88513621841554,361.79173954967274
2148.6486486486488,358.2723499327522,357.9269167359449
2153.153153153153,354.0065994854233,354.0827425426402
2157.6576576576576,350.3546799627221,350.2592185441241
2162.1621621621625,344.81188607570914,346.45634628623833
2166.666666666667,342.62617006438603,342.6741272861753
2171.1711711711714,339.8130579335934,338.9125630323646
2175.675675675676,337.9799291022492,335.1716549843566
2180.1801801801803,333.27743428153747,331.451404572709
2184.6846846846847,331.967179770266,327.75181319887906
2189.189189189189,322.4487146836107,324.0728822351102
2193.6936936936936,322.0713199793231,320.41461302432833
2198.198198198198,317.0573067391712,316.77700688003955
2202.7027027027025,317.4548488930154,313.16006508622695
2207.2072072072074,307.86394415227767,309.5637888972482
2211.711711711712,304.2270732216107,305.9881795377449
2216.2162162162163,301.15438734221283,302.4332382025406
2220.7207207207207,294.57271748175253,298.8989660565546
2225.2252252252256,294.25701674876854,295.38536423470913
2229.72972972973,290.2989618578775,291.8924338418384
2234.2342342342345,288.64739860068585,288.4201759526081
2238.738738738739,285.580191182839,284.9685916114319
2243.243243243244,285.219774337018,281.5376818323863
2247.747747747748,279.9597198209265,278.12744759913534
2252.252252252252,273.5171911806815,274.7378898648559
2256.7567567567567,269.5069831288975,271.36900955215526
2261.261261261261,268.94115316475694,268.0208075530145
2265.765765765765,261.9910398345527,264.6932847287076
2270.2702702702704,264.9893049576472,261.38644190973463
2274.774774774775,260.4008392366161,258.10027989576844
2279.2792792792798,253.8398702610341,254.8347994555819
2283.783783783784,248.1089066544108,251.5900013269911
2288.2882882882886,251.020566729448,248.3658862167991
2292.792792792793,244.88208119161857,245.16245480074386
2297.297297297297,244.40582551823184,241.97970772344067
2301.801801801802,235.5810631460131,238.81764559833573
2306.3063063063064,234.43158795746007,235.676269007656
2310.810810810811,232.52193929357085,232.55557850237045
2315.3153153153157,229.5072216712113,229.45557460214025
2319.81981981982,225.4356331440304,226.3762577952792
2324.324324324324,224.52466285090352,223.31762853872166
2328.8288288288286,218.1076165718797,220.2796872579798
2333.333333333333,216.94268866668992,217.2624343471178
2337.837837837838,214.47332505144368,214.2658701687125
2342.3423423423424,212.28759370327063,211.28999505383965
2346.8468468468477,209.72862425204212,208.33480930202845
2351.351351351352,203.12348507128743,205.40031318126006
2355.855855855856,199.39261202285664,202.48650692792694
2360.3603603603606,202.1249614866996,199.59339074682808
2364.864864864865,197.3636997006543,196.72096481114878
2369.369369369369,192.3522587456655,193.86922926244335
2373.873873873874,194.1223921403399,191.03818421063264
2378.3783783783783,188.4429899440468,188.22782973398978
2382.8828828828828,187.78248349970656,185.43816587913344
2387.387387387387,182.79187034186657,182.66919266102587
2391.891891891892,184.03196905613623,179.92091006297463
2396.3963963963965,180.69549005407936,177.19331803662735
2400.900900900901,173.9819102933355,174.4864165019829
2405.4054054054054,173.73870546153762,171.80020534739015
2409.9099099099103,170.42273483351906,169.13468442956406
2414.4144144144148,169.22635945389212,166.48985357358848
2418.918918918919,161.93705644353165,163.8657125729397
2423.423423423424,162.63750649085347,161.26226118949435
2427.927927927928,160.8014454572577,158.67949915354853
2432.4324324324325,152.60700262354968,156.11742616384348
2436.936936936937,151.2185413450377,153.576041887586
2441.4414414414414,146.98786187840474,151.0553459604707
2445.945945945946,148.0294709141129,148.5553379867172
2450.4504504504503,147.52601729267266,146.07601753909174
2454.9549549549547,146.63898426342666,143.6173841589438
2459.45945945946,141.34648557702369,141.1794373562454
2463.963963963964,142.04024070949765,138.76217660961973
2468.4684684684685,133.6282072835062,136.36560136639085
2472.9729729729734,130.60773208423143,133.98971104262083
2477.477477477478,131.5501736794852,131.63450502315862
2481.9819819819822,130.09685657868835,129.299982661686
2486.4864864864867,126.95147638323952,126.9861432807655
2490.990990990991,120.59080454704508,124.69298617189503
2495.495495495496,122.27695324704412,122.42051059556518
2500.0,117.5964396256746,120.1687157813102
2504.5045045045044,119.31558872538469,117.93760092777492
2509.009009009009,116.500983768557,115.72716520276953
2513.5135135135133,111.7002489156206,113.53740774334118
2518.018018018018,110.38517231305218,111.36832765583367
2522.522522522522,107.1480520638825,109.21992401596285
2527.027027027027,107.0153679952531,107.09219586888463
2531.5315315315315,106.94593082573448,104.98514222926974
2536.0360360360364,100.97978575934374,102.89876208138007
2540.540540540541,101.8955929513094,100.83305437914817
2545.0450450450453,97.78391585056038,98.78801804625368
2549.5495495495497,95.23628435565888,96.7636519762158
2554.054054054054,94.60623463545896,94.75995503246978
2558.5585585585586,90.76874105397566,92.77692604845859
2563.063063063063,89.7715210153929,90.81456382772595
2567.5675675675675,86.54331989729852,88.8728671440035
2572.072072072072,90.94944264894654,86.95183474130931
2576.576576576577,85.19209531703903,85.05146533404432
2581.0810810810813,81.84435061161909,83.17175760709084
2585.5855855855857,81.81465087350205,81.31271021591624
2590.09009009009,79.3255787827354,79.47432178667972
2594.5945945945946,77.29249228499147,77.65659091632692
2599.099099099099,77.16761259474855,75.85951617271387
2603.6036036036035,75.67979174156594,74.08309609470618
2608.1081081081084,71.34991884768316,72.3273291922993
2612.612612612613,69.52607542710336,70.59221394673125
2617.117117117117,68.41504344422185,68.87774881059737
2621.6216216216217,62.66938179571975,67.18393220797562
2626.126126126126,62.57155980733003,65.51076253454585
2630.6306306306305,66.68504692795663,63.858238157710325
2635.1351351351354,65.61122704289659,62.226357416729265
2639.63963963964,60.213847599677706,60.61511862284025
2644.1441441441443,60.27629455850968,59.02452005939354
2648.6486486486488,58.17757280866145,57.454559981984936
2653.153153153153,62.16535489246337,55.905236618586336
2657.6576576576576,56.71989075097565,54.376548169691944
2662.162162162162,52.71867821475056,52.86849280844851
2666.666666666667,49.5778277165167,51.38106868080038
2671.1711711711714,46.811031773996696,49.914273905635795
2675.675675675676,48.986485979429936,48.46810657492699
2680.1801801801803,45.64310781968646,47.0425647538816
2684.6846846846847,42.90816660954346,45.63764648109151
2689.189189189189,43.07700487494958,44.25334976868376
2693.6936936936936,40.84514090132163,42.88967260247631
2698.1981981981985,45.04121382254111,41.54661294213483
2702.702702702703,42.10950879146701,40.22416872132791
2707.2072072072074,39.03018547850291,38.92233784788254
2711.711711711712,40.72652093261114,37.64111820396056
2716.2162162162163,36.66246920053129,36.38050764620628
2720.7207207207207,33.54685975132236,35.140504005923304
2725.225225225225,37.09796509246613,33.92110508923876
2729.72972972973,33.93241657675236,32.722308677270455
2734.2342342342345,29.60357202763288,31.544112526303152
2738.738738738739,30.141440626241117,30.38651436796229
2743.243243243244,27.635518400792456,29.24951190938595
2747.747747747748,25.50637310587185,28.13310283340232
2752.252252252252,29.03012349069006,27.037284798712765
2756.7567567567567,29.92297308114112,25.96205544007305
2761.2612612612616,22.25394901991213,24.9074123684728
2765.765765765766,25.14453733416434,23.87335317131955
2770.2702702702704,21.705396082056776,22.859875412632764
2774.774774774775,21.04107779648369,21.866976633226994
2779.2792792792798,19.85975033908173,20.89465435090132
2783.783783783784,18.36632582516512,19.942906060633316
2788.288288288288,19.261676602551805,19.01172923477574
2792.792792792793,16.593613131293914,18.10112132324491
2797.297297297297,17.9078582772065,17.21107975372901
2801.801801801802,16.39844809995916,16.34160193187545
2806.3063063063064,15.17355351668864,15.492685241498025
2810.810810810811,13.009390322230065,14.664327044779466
2815.3153153153157,12.8645828909029,13.856524682478376
2819.81981981982,14.74305288452426,13.069275474123259
2824.3243243243246,13.46878374933448,12.302576718234572
2828.828828828829,9.767048951591676,11.5564256925257
2833.333333333333,11.19656229102577,10.830819654114572
2837.837837837838,11.79693536446549,10.125755839740584
2842.3423423423424,6.2721361992667735,9.441231465969386
2846.846846846847,10.03497198514624,8.777243729416554
2851.3513513513512,6.98082508676066,8.133789806965536
2855.855855855856,8.825604063483167,7.5108668559725515
2860.3603603603606,5.556732586161329,6.908472014508451
2864.864864864865,2.8928378382839384,6.326602401560308
2869.369369369369,2.6873721701786017,5.765255117267154
2873.873873873874,5.498982692800994,5.2244272431372
2878.3783783783783,5.403111167832801,4.704115842277396
2882.8828828828828,2.5763807378432912,4.204317959618992
2887.387387387388,5.184038018843419,3.7250306221499194
2891.891891891892,0.1261401940938795,3.2662508391394773
2896.3963963963965,2.879832841286052,2.827975602371717
2900.900900900901,0.1732538443365365,2.4102018863837396
2905.4054054054054,0.8953862860839197,2.0129266486935626
2909.90990990991,1.9181033066584117,1.6361468300328998
2914.4144144144143,-0.2528013627158902,1.2798593545940267
2918.918918918919,0.3641023469652299,0.9440611302615092
2923.423423423424,2.8314524929753637,0.6287490488488312
2927.927927927928,-0.6288013602151994,0.33391998634903963
2932.4324324324325,1.9229408521037288,0.059570803162958263
2936.936936936937,-2.2608274212970816,-0.1943016556450785
2941.4414414414414,0.8256763674608962,-0.4277005601074939
2945.945945945946,2.437135679683059,-0.6406290951171738
2950.4504504504507,-5.580914805303488,-0.833090460164549
2954.954954954955,-2.402598615398213,-1.005087869098086
2959.45945945946,0.1945923963776069,-1.1566245498845698
2963.963963963964,-1.4959512478498982,-1.2877037443374366
2968.4684684684685,-0.4574456329262698,-1.3983287078902897
2972.972972972973,-2.49715637645658,-1.4885027093231349
2977.4774774774774,-1.1850302153903582,-1.558229030524739
2981.9819819819822,-1.7181666677888183,-1.6075109662358518
2986.4864864864867,0.9005674342695291,-1.63635182378417
2990.990990990991,-0.933925056225934,-1.6447549228373506
2995.495495495496,-0.7549205205990837,-1.6327235951524106
3000.0,-2.2208314232395643,-1.6002611842987349
