CustomerID,Age,Annual_Income,SpendingScore,Online_Time(hrs/week),Purchases_per_Month
CUST10525,43,48865,78,15,23
CUST10526,65,26645,2,17,6
CUST10527,38,58000,37,40,4
CUST10528,56,46737,69,18,18
CUST10529,53,31485,38,55,9
CUST10530,50,58565,41,9,29
CUST10531,47,45522,62,25,13
CUST10532,54,85155,60,40,17
CUST10533,40,75168,14,59,32
CUST10534,27,72487,89,14,22
CUST10535,22,32342,84,58,4
CUST10536,53,60806,2,25,5
CUST10537,51,68770,70,50,37
CUST10538,69,98623,17,22,13
CUST10539,48,119785,89,52,34
CUST10540,27,95629,28,30,22
CUST10541,36,72603,66,20,23
CUST10542,49,101974,35,21,3
CUST10543,18,46399,5,44,34
CUST10544,22,105382,65,32,32
CUST10545,62,101244,40,51,21
CUST10546,21,96534,76,46,21
CUST10547,33,75106,56,49,11
CUST10548,41,50678,36,56,39
CUST10549,33,96218,45,21,4
CUST10550,19,83230,23,35,1
CUST10551,66,94055,47,58,28
CUST10552,45,76373,31,32,24
CUST10553,49,51480,11,30,35
CUST10554,44,105230,10,55,13
CUST10555,37,88836,67,39,34
CUST10556,41,92258,14,49,11
CUST10557,29,59986,80,12,36
CUST10558,67,44160,74,41,17
CUST10559,52,105595,93,47,35
CUST10560,50,99111,10,18,18
CUST10561,50,84929,76,21,22
CUST10562,68,93506,94,13,24
CUST10563,60,54911,1,21,19
CUST10564,54,107127,5,8,37
CUST10565,29,51821,20,46,39
CUST10566,20,95039,8,40,21
CUST10567,18,80535,43,46,8
CUST10568,50,104458,76,7,28
CUST10569,57,32175,1,23,5
CUST10570,27,74771,57,44,17
CUST10571,60,106925,64,32,37
CUST10572,61,86358,84,11,36
CUST10573,46,37327,28,22,19
CUST10574,30,67057,37,22,27
CUST10575,29,26150,47,43,34
CUST10576,48,24425,76,25,11
CUST10577,63,36032,37,22,12
CUST10578,19,22198,49,28,21
CUST10579,68,80500,44,29,11
CUST10580,67,73394,56,13,39
CUST10581,52,40079,28,18,28
CUST10582,40,56220,79,2,5
CUST10583,34,61874,6,29,17
CUST10584,43,33859,61,21,20
CUST10585,25,70460,20,15,12
CUST10586,46,51419,78,52,6
CUST10587,43,28705,2,27,17
CUST10588,27,62880,73,50,19
CUST10589,43,43236,37,31,26
CUST10590,51,107955,20,15,32
CUST10591,68,105514,26,51,6
CUST10592,58,35358,29,23,36
CUST10593,24,119713,1,24,38
CUST10594,21,114914,35,44,11
CUST10595,67,96918,70,13,33
CUST10596,62,34596,59,22,24
CUST10597,28,53572,69,43,23
CUST10598,46,98757,33,37,15
CUST10599,53,21279,51,33,27
CUST10600,42,83197,78,56,11
CUST10601,38,82516,12,3,17
CUST10602,53,27083,20,54,14
CUST10603,27,37771,53,19,27
CUST10604,54,49975,88,23,18
CUST10605,26,65648,43,29,28
CUST10606,41,68285,98,30,4
CUST10607,52,39063,89,39,7
CUST10608,66,87642,50,44,35
CUST10609,52,110093,29,47,9
CUST10610,65,106143,57,25,8
CUST10611,53,57599,39,37,17
CUST10612,35,71920,95,47,17
CUST10613,66,48529,56,8,33
CUST10614,56,55954,43,42,32
CUST10615,49,47856,50,58,8
CUST10616,41,22573,23,16,19
CUST10617,40,98344,44,8,38
CUST10618,49,55367,38,1,3
CUST10619,54,119608,84,44,5
CUST10620,29,80774,23,5,13
CUST10621,66,43752,45,3,31
CUST10622,30,75029,52,1,16
CUST10623,40,37685,80,4,32
CUST10624,42,71693,50,40,22
CUST10625,52,75961,8,35,29
CUST10626,58,96908,85,32,22
CUST10627,47,94532,1,42,3
CUST10628,34,101994,8,34,10
CUST10629,66,76133,29,43,21
CUST10630,37,117425,96,25,16
CUST10631,65,81268,5,10,12
CUST10632,42,112201,86,21,2
CUST10633,39,58243,47,46,24
CUST10634,30,77384,34,39,35
CUST10635,36,51653,65,27,30
CUST10636,66,46657,55,27,30
CUST10637,53,59952,90,2,35
CUST10638,29,42180,43,41,19
CUST10639,58,117432,74,48,8
CUST10640,36,98411,30,13,26
CUST10641,29,21622,82,9,7
CUST10642,26,68756,17,52,30
CUST10643,24,60809,26,36,7
CUST10644,45,36725,8,22,3
CUST10645,31,81396,47,42,1
CUST10646,48,71226,76,26,36
CUST10647,69,101182,91,58,25
CUST10648,36,102565,72,54,37
CUST10649,64,49402,89,12,1
CUST10650,33,24263,46,17,15
CUST10651,22,116523,68,14,37
CUST10652,52,66828,33,14,13
CUST10653,29,67924,1,57,8
CUST10654,42,94182,19,34,5
CUST10655,69,113065,31,53,9
CUST10656,38,79052,80,57,1
CUST10657,53,31664,14,20,36
CUST10658,40,55737,53,11,35
CUST10659,33,109563,48,16,2
CUST10660,56,49373,69,51,23
CUST10661,62,56397,90,31,9
CUST10662,59,106145,62,55,34
CUST10663,56,58709,92,6,14
CUST10664,31,81120,66,56,4
CUST10665,48,39250,64,19,30
CUST10666,22,41172,70,37,31
CUST10667,52,31555,63,58,38
CUST10668,40,107410,73,4,11
CUST10669,46,98617,33,47,35
CUST10670,60,73276,41,4,8
CUST10671,28,77492,89,20,3
CUST10672,35,73002,48,10,14
CUST10673,64,109599,13,24,13
CUST10674,29,92355,73,54,32
CUST10675,26,111248,77,35,34
CUST10676,27,44762,31,26,19
CUST10677,61,31046,75,37,38
CUST10678,34,116999,68,38,16
CUST10679,55,48769,98,21,2
CUST10680,24,73302,4,54,17
CUST10681,63,43150,19,40,34
CUST10682,30,88247,70,39,16
CUST10683,57,24853,98,21,38
CUST10684,59,114613,82,10,2
CUST10685,26,109399,13,38,2
CUST10686,67,41792,23,46,26
CUST10687,44,79129,83,4,13
CUST10688,19,94478,75,57,31
CUST10689,22,87298,1,45,34
CUST10690,46,51987,88,20,39
CUST10691,54,35850,54,17,3
CUST10692,55,32112,71,55,8
CUST10693,36,44058,89,7,23
CUST10694,25,65420,85,4,14
CUST10695,65,58890,15,29,27
CUST10696,62,86017,65,14,29
CUST10697,18,67304,76,3,39
CUST10698,39,52921,71,24,39
CUST10699,69,21524,15,37,1
CUST10700,34,35048,21,16,17
CUST10701,24,55111,19,58,30
CUST10702,42,57904,60,55,13
CUST10703,62,74912,93,52,21
CUST10704,21,54008,89,4,19
CUST10705,53,20060,33,56,19
CUST10706,23,94666,49,24,25
CUST10707,48,103559,96,34,22
CUST10708,36,75337,35,30,31
CUST10709,61,33350,44,18,17
CUST10710,56,44354,90,19,23
CUST10711,44,65186,11,31,32
CUST10712,27,48145,99,19,10
CUST10713,43,54020,72,49,10
CUST10714,36,106123,78,46,36
CUST10715,56,95186,74,19,8
CUST10716,20,105469,66,22,20
CUST10717,62,40581,46,24,32
CUST10718,30,108929,9,45,14
CUST10719,67,43051,3,12,28
CUST10720,45,71474,85,30,24
CUST10721,37,111748,26,58,15
CUST10722,45,89626,72,38,22
CUST10723,25,26960,48,53,30
CUST10724,58,55772,66,31,4
CUST10725,56,41520,70,36,13
CUST10726,18,69481,28,19,23
CUST10727,20,56408,93,48,8
CUST10728,30,114006,26,45,18
CUST10729,45,77134,25,36,12
CUST10730,66,40491,12,30,31
CUST10731,42,21341,5,55,14
CUST10732,50,64623,98,49,34
CUST10733,55,110327,48,55,18
CUST10734,23,20338,37,33,34
CUST10735,61,91431,79,18,11
CUST10736,62,32254,44,52,12
CUST10737,49,71860,15,49,15
CUST10738,62,31344,43,59,31
CUST10739,64,21750,48,28,29
CUST10740,38,74756,87,59,26
CUST10741,33,87957,70,47,18
CUST10742,38,78053,46,11,32
CUST10743,28,90855,43,57,22
CUST10744,54,35896,21,54,38
CUST10745,53,75761,23,45,17
CUST10746,52,82552,80,33,23
CUST10747,36,97454,47,17,24
CUST10748,37,110600,15,6,8
CUST10749,35,47935,25,4,6
CUST10750,64,57641,36,20,5
CUST10751,58,49711,75,48,29
CUST10752,66,90342,51,47,28
CUST10753,31,32182,15,27,11
CUST10754,32,107833,68,15,1
CUST10755,48,76276,21,6,19
CUST10756,18,39541,13,47,9
CUST10757,20,114457,86,14,27
CUST10758,33,102310,19,11,34
CUST10759,40,64813,34,39,4
CUST10760,28,57198,78,9,36
CUST10761,29,28820,68,26,18
CUST10762,27,44070,52,16,15
CUST10763,49,89768,27,5,13
CUST10764,33,31122,29,57,19
CUST10765,25,100559,28,52,6
CUST10766,55,93543,35,10,12
CUST10767,29,103441,8,50,37
CUST10768,41,61786,16,3,17
CUST10769,45,114934,36,13,23
CUST10770,25,119804,30,43,26
CUST10771,45,26737,18,49,29
CUST10772,53,56062,2,30,33
CUST10773,43,74237,49,54,27
CUST10774,25,71571,77,45,25
CUST10775,67,45510,4,6,10
CUST10776,45,39426,90,17,23
CUST10777,45,57265,89,59,21
CUST10778,54,37850,94,45,21
CUST10779,58,86150,75,51,13
CUST10780,53,107312,7,53,37
CUST10781,44,109613,95,19,33
CUST10782,34,94910,74,42,24
CUST10783,26,72375,39,35,11
CUST10784,50,55435,13,46,17
CUST10785,37,116443,31,26,4
CUST10786,30,77132,71,51,25
CUST10787,45,98945,63,5,30
CUST10788,65,102050,56,29,9
CUST10789,46,115402,42,37,21
CUST10790,30,22983,61,20,20
CUST10791,63,117241,42,49,19
CUST10792,52,40662,56,21,19
CUST10793,23,43510,36,10,12
CUST10794,35,98187,84,5,37
CUST10795,68,60998,68,36,17
CUST10796,22,76846,7,6,37
CUST10797,64,114071,54,26,39
CUST10798,42,26640,1,4,28
CUST10799,19,64547,44,39,35
